42,1.35707E+15,Jan-01,Tue
42,1.35708E+15,Jan-01,Tue
44,1.35704E+15,Jan-01,Tue
44,1.35707E+15,Jan-01,Tue
44,1.35708E+15,Jan-01,Tue
46,1.35703E+15,Jan-01,Tue
46,1.35704E+15,Jan-01,Tue
46,1.35705E+15,Jan-01,Tue
46,1.35706E+15,Jan-01,Tue
46,1.35707E+15,Jan-01,Tue
46,1.35708E+15,Jan-01,Tue
49,1.35704E+15,Jan-01,Tue
49,1.35705E+15,Jan-01,Tue
49,1.35706E+15,Jan-01,Tue
49,1.35707E+15,Jan-01,Tue
49,1.35708E+15,Jan-01,Tue
451,1.35704E+15,Jan-01,Tue
451,1.35706E+15,Jan-01,Tue
451,1.35707E+15,Jan-01,Tue
451,1.35708E+15,Jan-01,Tue
53,1.35705E+15,Jan-01,Tue
53,1.35706E+15,Jan-01,Tue
54,1.35703E+15,Jan-01,Tue
54,1.35704E+15,Jan-01,Tue
54,1.35706E+15,Jan-01,Tue
54,1.35708E+15,Jan-01,Tue
56,1.35706E+15,Jan-01,Tue
56,1.35708E+15,Jan-01,Tue
59,1.35703E+15,Jan-01,Tue
59,1.35704E+15,Jan-01,Tue
59,1.35705E+15,Jan-01,Tue
59,1.35706E+15,Jan-01,Tue
59,1.35707E+15,Jan-01,Tue
59,1.35708E+15,Jan-01,Tue
63,1.35703E+15,Jan-01,Tue
63,1.35704E+15,Jan-01,Tue
63,1.35705E+15,Jan-01,Tue
63,1.35706E+15,Jan-01,Tue
63,1.35707E+15,Jan-01,Tue
63,1.35708E+15,Jan-01,Tue
65,1.35703E+15,Jan-01,Tue
65,1.35704E+15,Jan-01,Tue
65,1.35705E+15,Jan-01,Tue
65,1.35706E+15,Jan-01,Tue
65,1.35707E+15,Jan-01,Tue
65,1.35708E+15,Jan-01,Tue
66,1.35703E+15,Jan-01,Tue
66,1.35704E+15,Jan-01,Tue
66,1.35705E+15,Jan-01,Tue
66,1.35708E+15,Jan-01,Tue
67,1.35704E+15,Jan-01,Tue
67,1.35705E+15,Jan-01,Tue
67,1.35707E+15,Jan-01,Tue
67,1.35708E+15,Jan-01,Tue
68,1.35704E+15,Jan-01,Tue
68,1.35705E+15,Jan-01,Tue
68,1.35706E+15,Jan-01,Tue
68,1.35708E+15,Jan-01,Tue
271,1.35703E+15,Jan-01,Tue
271,1.35704E+15,Jan-01,Tue
271,1.35705E+15,Jan-01,Tue
271,1.35706E+15,Jan-01,Tue
271,1.35707E+15,Jan-01,Tue
272,1.35703E+15,Jan-01,Tue
272,1.35704E+15,Jan-01,Tue
272,1.35706E+15,Jan-01,Tue
272,1.35707E+15,Jan-01,Tue
272,1.35708E+15,Jan-01,Tue
75,1.35704E+15,Jan-01,Tue
75,1.35707E+15,Jan-01,Tue
76,1.35704E+15,Jan-01,Tue
76,1.35706E+15,Jan-01,Tue
76,1.35708E+15,Jan-01,Tue
79,1.35704E+15,Jan-01,Tue
79,1.35705E+15,Jan-01,Tue
79,1.35706E+15,Jan-01,Tue
79,1.35707E+15,Jan-01,Tue
79,1.35708E+15,Jan-01,Tue
83,1.35703E+15,Jan-01,Tue
83,1.35704E+15,Jan-01,Tue
83,1.35705E+15,Jan-01,Tue
83,1.35706E+15,Jan-01,Tue
83,1.35708E+15,Jan-01,Tue
84,1.35704E+15,Jan-01,Tue
84,1.35705E+15,Jan-01,Tue
84,1.35706E+15,Jan-01,Tue
84,1.35707E+15,Jan-01,Tue
84,1.35708E+15,Jan-01,Tue
102,1.35704E+15,Jan-01,Tue
102,1.35705E+15,Jan-01,Tue
102,1.35706E+15,Jan-01,Tue
102,1.35707E+15,Jan-01,Tue
102,1.35708E+15,Jan-01,Tue
104,1.35703E+15,Jan-01,Tue
104,1.35704E+15,Jan-01,Tue
104,1.35705E+15,Jan-01,Tue
104,1.35706E+15,Jan-01,Tue
120,1.35704E+15,Jan-01,Tue
120,1.35705E+15,Jan-01,Tue
120,1.35706E+15,Jan-01,Tue
120,1.35707E+15,Jan-01,Tue
120,1.35708E+15,Jan-01,Tue
122,1.35703E+15,Jan-01,Tue
122,1.35704E+15,Jan-01,Tue
122,1.35705E+15,Jan-01,Tue
122,1.35706E+15,Jan-01,Tue
122,1.35707E+15,Jan-01,Tue
122,1.35708E+15,Jan-01,Tue
123,1.35703E+15,Jan-01,Tue
123,1.35704E+15,Jan-01,Tue
123,1.35705E+15,Jan-01,Tue
123,1.35706E+15,Jan-01,Tue
123,1.35707E+15,Jan-01,Tue
123,1.35708E+15,Jan-01,Tue
130,1.35703E+15,Jan-01,Tue
130,1.35704E+15,Jan-01,Tue
130,1.35706E+15,Jan-01,Tue
130,1.35707E+15,Jan-01,Tue
130,1.35708E+15,Jan-01,Tue
331,1.35707E+15,Jan-01,Tue
332,1.35704E+15,Jan-01,Tue
332,1.35705E+15,Jan-01,Tue
332,1.35706E+15,Jan-01,Tue
332,1.35707E+15,Jan-01,Tue
145,1.35704E+15,Jan-01,Tue
145,1.35707E+15,Jan-01,Tue
747,1.35703E+15,Jan-01,Tue
747,1.35704E+15,Jan-01,Tue
747,1.35705E+15,Jan-01,Tue
747,1.35706E+15,Jan-01,Tue
747,1.35707E+15,Jan-01,Tue
747,1.35708E+15,Jan-01,Tue
150,1.35703E+15,Jan-01,Tue
150,1.35704E+15,Jan-01,Tue
150,1.35705E+15,Jan-01,Tue
150,1.35708E+15,Jan-01,Tue
151,1.35703E+15,Jan-01,Tue
151,1.35704E+15,Jan-01,Tue
151,1.35705E+15,Jan-01,Tue
151,1.35707E+15,Jan-01,Tue
151,1.35708E+15,Jan-01,Tue
171,1.35704E+15,Jan-01,Tue
171,1.35705E+15,Jan-01,Tue
171,1.35708E+15,Jan-01,Tue
